"^0x8a000003\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Teldat H. Kruszynski, M. Cichocki Sp. J. H.323 Server"
"^0xb4000[0-9a-f]00\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "British Telecommunications H.323 Server"
"^0xb4001[0-9a-f]00\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "GPT Video Systems H.323 Server"
"^0xb4002000\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Marconi Communications H.323 Server"
"^0xb4002100\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Indigo Active Vision Systems H.323 Server"
"^0xb4002200\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "LiveWorks Limited H.323 Server"
"^0xb4002300\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "ATL Telecom Limited H.323 Server"
"^0xb4002a00\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Network Alchemy Limited H.323 Server"
"^0xb4004200\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Motion Media Technology H.323 Server"
"^0xb4004400\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Data Connection H.323 Server"
"^0xb4004500\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Westbay Engineers H.323 Server"
"^0xb4004600\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "FarSite Communications H.323 Server"
"^0xb4004900\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "ImageCom H.323 Server"
"^0xb4004d00\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Madge Networks H.323 Server"
"^0xb4005200\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Ridgeway Systems and Software H.323 Server"
"^0xb4005300\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "SpliceCom H.323 Server"
"^0xb4005400\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "TeleWare H.323 Server"
"^0xb4005600\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Vegastream H.323 Server"
"^0xb4006600\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Westell H.323 Server"
"^0xb4006900\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "ISDN Communications H.323 Server"
"^0xb400c000\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Codian H.323 Server"
"^0xb500000[02]\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Compression Labs H.323 Server"
"^0xb5000001\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "PictureTel H.323 Server"
"^0xb5000003\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "VTEL H.323 Server"
"^0xb5000005\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "ERIS H.323 Server"
"^0xb5000007\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "AT&amp;T Worldworx H.323 Server"
"^0xb5000009\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "VideoServer H.323 Server"
"^0xb500000b\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "3Com Corporation H.323 Server"
"^0xb500000c\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Clarent Corporation H.323 Server"
"^0xb500000d\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Genesys Telecommunications Labs Inc H.323 Server"
"^0xb500000e\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "C-Phone Corporation H.323 Server"
"^0xb500000f\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Science Dynamics Corporation H.323 Server"
"^0xb5000010\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "AT&amp;T Starpoint H.323 Server"
"^0xb5000011\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Netscape Conference H.323 Server"
"^0xb5000012\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Cisco H.323 Server"
"^0xb5000013\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Cirilium, Inc. H.323 Server"
"^0xb5000014\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Ascend Communications, Inc. H.323 Server"
"^0xb5000015\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "RADVision, Inc. H.323 Server"
"^0xb5000016\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Objective Communications H.323 Server"
"^0xb5000017\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "VocalTec Communications, Inc. H.323 Server"
"^0xb5000018\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Serome Technology, Inc. H.323 Server"
"^0xb5000019\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Aspect Communications H.323 Server"
"^0xb500001a\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Cintech Tele-Management H.323 Server"
"^0xb500001b\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Philips Video Conferencing Systems H.323 Server"
"^0xb500001c\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Vertical Networks, Inc. H.323 Server"
"^0xb500001d\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Syndeo Corp. H.323 Server"
"^0xb500001e\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Telxon Corporation H.323 Server"
"^0xb500001f\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Network Equipment Technologies H.323 Server"
"^0xb5000020\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Pagoo, Inc. H.323 Server"
"^0xb5000021\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "General Dynamics H.323 Server"
"^0xb5000022\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Vanguard Managed Solutions H.323 Server"
"^0xb5000023\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "TeleStream Technologies, Inc. H.323 Server"
"^0xb5000024\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Spirent Communications H.323 Server"
"^0xb5000025\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "CrystalVoice Communications H.323 Server"
"^0xb5000026\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Xiph.org H.323 Server"
"^0xb5000027\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "NACT Telecommunications H.323 Server"
"^0xb5000028\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "AudioCodes, Inc. H.323 Server"
"^0xb5000120\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "AT&amp;T - GBCS H.323 Server"
"^0xb5000168\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Leadtek Research Inc. H.323 Server"
"^0xb5000247\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Lucent Technologies H.323 Server"
"^0xb500029a\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Symbol Technologies Inc. H.323 Server"
"^0xb5000378\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "StarVox, Inc. H.323 Server"
"^0xb50003f7\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Inari Inc. H.323 Server"
"^0xb5000727\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Quintum Technologies, Inc. H.323 Server"
"^0xb5000918\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Netrix Corporation H.323 Server"
"^0xb500101e\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "SysMaster Corporation H.323 Server"
"^0xb5001a1a\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Alpha Telecom, Inc. U.S.A. H.323 Server"
"^0xb5002331\:(.*)\:Release\s[\s-]*(\d+\.+\d+\.*\d*).*$" ::DELIM::  "ViaVideo/PolyCom H.323 Server"
"^0xb500301c\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Congruency, Inc. H.323 Server"
"^0xb5003039\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "MiBridge Inc. H.323 Server"
"^0xb5003838\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "8x8 Inc. H.323 Server"
"^0xb5004147\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Agere Systems H.323 Server"
"^0xb5004153\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Artisoft Inc. H.323 Server"
"^0xb5004156\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Avaya H.323 Server"
"^0xb5004242\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "IBM H.323 Server"
"^0xb5004257\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "StreamComm H.323 Server"
"^0xb500(?:4c54|600d)\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Lucent Technologies H.323 Server"
"^0xb5004d47\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "MediaGate H.323 Server"
"^0xb5004e54\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Nortel Networks H.323 Server"
"^0xb5005243\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Siemens Business Communication Systems H.323 Server"
"^0xb500534c\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Microsoft H.323 Server"
"^0xb5008080\:(.*)\:.*?(\d*\.*\d*\.*\d*).*$" ::DELIM::  "Intel H.323 Server"
"laserjet (.*)(?: series)?" ::DELIM::  "HP JetDirect Printer"
"(designjet \S+)" ::DELIM::  "HP Designjet printer"
"^Xerox ColorQube (\S+)$" ::DELIM::  "Xerox ColorQube Multifunction Printer"
"^Brother (.+)$" ::DELIM::  "Brother Printer"
"^(iR ?\S+)" ::DELIM::  "Canon iR multifunction device"
"^(?:Dell (?:Color Laser |Laser Printer )?|(?:Color Laser |Laser Printer ))(\d+(?:n|cn|dn|cdn))(?: Color Laser| Laser Printer)?$" ::DELIM::  "Dell Laser Printer"
"^Dell (\d+(?:n|cn|dn|cdn)) MFP$" ::DELIM::  "Dell Laser multifunction device"
"^HP (\S+ Digital Sender)$" ::DELIM::  "HP Digital Sender scanner"
"^(?:IBM )?Infoprint(?: Color)? (\S+)$" ::DELIM::  "IBM Infoprint Printer"
"^KM-(.*)$" ::DELIM::  "Konica Minolta printer"
"^(FS-\S+MFP\S*)$" ::DELIM::  "Kyocera Mita Multifunction device"
"^(FS-(?:C)?\d+(?:D|DN))$" ::DELIM::  "Kyocera Mita Printer"
"^(TASKalfa \S+)$" ::DELIM::  "Kyocera Mita TASKalfa multifunction device"
"^Lexmark (.*)$" ::DELIM::  "Lexmark JetDirect printer"
"^Oce (fx[^\s:]+):.*$" ::DELIM::  "Oce FX series multifunction device"
"^Oce (VL\S+):.*$" ::DELIM::  "Oce VarioLink multifunction device"
"^OceIGI MX-\S+" ::DELIM::  "Oce-acquired IGI printer"
"^Imagistics (im\S+) (.+)" ::DELIM::  "Oce IM series multifunction device"
"^OKI (C\d+)\S*$" ::DELIM::  "Okidata color printer"
"^OKI (MC\d+)\S*$" ::DELIM::  "Okidata multifunction device"
"^RICOH ((?:Aficio|MP|SP) .*)$" ::DELIM::  "Ricoh Aficio Printer"
"^NRG ([MS]P \S+)$" ::DELIM::  "Ricoh NRG printer"
"^Gestetner (MP\S+/DSc\S+)$" ::DELIM::  "Ricoh Gestetner multifunction device"
"^HYDRA$" ::DELIM::  "RSI Hydra printer"
"^Savin (\S+)$" ::DELIM::  "Savin Printer"
"^Samsung ((?:SCX|CLX)-\S+) Series$" ::DELIM::  "Samsung multifunction device"
"^Samsung ((?:ML|CLP)-\S+) Series$" ::DELIM::  "Samsung printer"
"^SHARP (\S+-\S+) .*$" ::DELIM::  "Sharp Printer"
"^Source Technologies (\S+)$" ::DELIM::  "Source Technologies Printer"
"^TOSHIBA (e-STUDIO\S+)(?:\s+.*)?" ::DELIM::  "Toshiba e-STUDIO multifunction device"
"^(?:ID=)?Xerox (Phaser \S+)$" ::DELIM::  "Xerox Phaser Printer"
"^Xerox (WorkCentre .*)$" ::DELIM::  "Xerox Workcentre Printer"
"^(XC\S+)$" ::DELIM::  "Xerox XC Printer"
"^(DC\S+)$" ::DELIM::  "Xerox DocuColor Printer"
"^(EX\d+-\d+)$" ::DELIM::  "Xerox EX Print Server, powered by EFI Fiery"
"^(CFCLIENT_[^=]+|CFGLOBALS|CFID|CFTOKEN)=.*" ::DELIM::  "
"^(Apache)=[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.([0-9]+);.*" ::DELIM::  "Apache"
"^(JServSessionIdroot)=.*" ::DELIM::  "Apache JServ"
"^(ATG_SESSION_ID|DYN_USER_CONFIRM|DYN_USER_ID)=.*" ::DELIM::  "ATG Dynamo"
"^(WebLogicSession)=[^!]+![^!]+!([0-9]+);.*" ::DELIM::  "BEA WebLogic (with timestamp)"
"^(WebLogicSession)=.*" ::DELIM::  "BEA WebLogic (no timestamp)"
"^(BCSI-CSC[0-9A-Za-z]+)=.*" ::DELIM::  "BlueCoat Proxy"
"^(CAKEPHP)=.*" ::DELIM::  "CakePHP http://www.cakephp.org/"
"^(ARPT)=([A-Z]+)([0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3})([A-Z]+).*" ::DELIM::  "Cisco 11000 Series Content Service Switch (CSS)
"^(ARPT)=.*" ::DELIM::  "Cisco 11000 Series Content Service Switch (CSS)
"^(st8id)=.*" ::DELIM::  "Citrix Application Protection System, Enterprise
"^(EktGUID|ecm)=.*" ::DELIM::  "Ektron CMS400.net
"^(BIGipServer([^=]+))=.*" ::DELIM::  "F5 BIG-IP LTM
"^(BigIPCookie)=.*" ::DELIM::  "F5 BIG-IP LTM
"^(SERVERID)=([A-Za-z0-9\-_]+)" ::DELIM::  "HAProxy
"^(AMWEBJCT!([^!]+)!([^=]+))=.*" ::DELIM::  "IBM Tivoli Access Manager for e-business WebSEAL
"^(PD-S-SESSION-ID|PD-H-SESSION-ID|PD_STATEFUL_[^=]+)=.*" ::DELIM::  "IBM Tivoli Access Manager for e-business WebSeal
"^(IBMCBR)=.*" ::DELIM::  "IBM WebSphere Load Balancer
"^(mbfcookie(?:\[lang\])?)=.*" ::DELIM::  "Joom!Fish http://www.joomfish.net/
"^(MSCSAuth|MSCSProfile)=.*" ::DELIM::  "Microsoft Commerce Server
"^(ASPSESSIONID[A-Z]+|ASP\.NET_SessionId|\.ASPXANONYMOUS)=.*" ::DELIM::  "Microsoft IIS (ASP.NET)
"^(AlteonP)=.*" ::DELIM::  "Nortel Alteon Web Switch"
"^((?:SS_X_)?CSINTERSESSIONID)=.*" ::DELIM::  "OpenMarket/FatWire Content Server (www.fatwire.com)"
"^(parkinglot)=.*" ::DELIM::  "Oversee Webserver"
"^(PHPSESSID|PHPSESSION)=.*" ::DELIM::  "PHP http://www.php.net/ref.session"
"^(RMID)=.*" ::DELIM::  "RealMedia OpenAdStream"
"^(RoxenUserID)=.*" ::DELIM::  "Roxen WebServer"
"^(_sn)=.*" ::DELIM::  "Siebel CRM"
"^(iPlanetUserId)=.*" ::DELIM::  "Sun iPlanet"
"^(NSES40Session)=.*" ::DELIM::  "Netscape Enterprise Server (subsequently iPlanet Web Server,
"^(gx_session_id|JROUTE)=.*" ::DELIM::  "Sun Java System Application Server (formerly iPlanet Application Server,
"^(fe_typo_user)=.*" ::DELIM::  "TYPO3 CMS - http://typo3.com/"
"^(SaneID)=.*" ::DELIM::  "Unica NetTracker - http://netinsight.unica.com/Products/NetTracker.cfm"
"^(__utm[a-z])=.*" ::DELIM::  "Urchin Tracking Module
"^(vgncontext|vgnvisitor|ssuid)=.*" ::DELIM::  "Vignette"
"^(wgSession)=.*" ::DELIM::  "Plain Black WebGUI - http://www.plainblack.com/webgui"
"^(WEBTRENDSID|WEBTRENDS_ID)=.*" ::DELIM::  "WebTrends"
"^(_ZopeId)=.*" ::DELIM::  "Zope"
"^(portal)=([0-9]+\.[0-9]+\.[0-9]+).*" ::DELIM::  "This is the default OracleAS Portal cookie name
"^Compaq-HMMD=[^;]+;.*$" ::DELIM::  "HP System Management Homepage (SMH)"
"^MoodleSession=" ::DELIM::  "Moodle"
"^JSESSIONID(?:\.[^=]+)?=[^;]+;.*$" ::DELIM::  "Ignore simple JSESSIONID and related cookies"
"^_?SESSION_?ID\s*=\s*[^;]+;.*$" ::DELIM::  "Ignore simple SESSIONID and related cookies"
"^sid=[^;]+;.*$" ::DELIM::  "Ignore simple SID and related cookies"
"^Stronghold/(\d\.\d) Apache/([012][\d.]*)\s*(.*)$" ::DELIM::  "Red Hat Stronghold Enterprise Apache"
"^Apache/\d$" ::DELIM::  "Apache returning only its major version number"
"^Apache$" ::DELIM::  "Apache returning no version information"
"^Apache(?:-AdvancedExtranetServer)?(?:/([012][\d.]*)\s*(.*))?$" ::DELIM::  "Apache"
"^Check Point SVN foundation$" ::DELIM::  "Check Point Firewall NG"
"^Microsoft-IIS/([1234]\.0)$" ::DELIM::  "Microsoft IIS 1.0 - 4.0 runs on Windows NT 4.0"
"^Microsoft-IIS/5.0$" ::DELIM::  "Microsoft IIS 5.0 runs on Windows 2000"
"^Microsoft-IIS/5.1$" ::DELIM::  "Microsoft IIS 5.1 runs on Windows XP"
"^Microsoft-IIS/6.0$" ::DELIM::  "Microsoft IIS 6.0 runs on Windows Server 2003 (and Windows XP x64)"
"^Microsoft-IIS/7.0$" ::DELIM::  "Microsoft IIS 7.0 runs on Windows Server 2008 (and Windows Vista)"
"^Microsoft-IIS/7.5$" ::DELIM::  "Microsoft IIS 7.5 runs on Windows Server 2008 R2 (and Windows 7)"
"^Microsoft-IIS/8.0$" ::DELIM::  "Microsoft IIS 8.0 runs on Windows Server 2012 (and Windows 8)"
"^Microsoft-IIS/8.5$" ::DELIM::  "Microsoft IIS 8.5 runs on Windows Server 2012 R2 (and Windows 8.1)"
"^Microsoft-IIS/([\d\.]+)$" ::DELIM::  "Microsoft IIS new, unknown version"
"^Microsoft-IIS$" ::DELIM::  "Microsoft IIS, no version information"
"^MS .NET Remoting, MS .NET CLR (\d+\.\d+\.\d+\.\d+)$" ::DELIM::  "Microsoft .NET Remoting and Common Language Runtime (CLR)"
"^Microsoft-WinCE/(\d\.\d+)$" ::DELIM::  "Windows CE embedded devices, including HP iPAQ,
"^Microsoft-PWS/(\d\.\d+)$" ::DELIM::  "Microsoft Personal Web Server runs on Windows 9x, ME, etc."
"^Microsoft-PWS-95/(\d\.\d+)$" ::DELIM::  "Microsoft Personal Web Server for Windows 95"
"^Apache[ -]Coyote/(\d\.\d)$" ::DELIM::  "HTTP connector for Apache Tomcat to run as a standalone
"^Servlet [\d\.]+; JBoss-(\S+) \(build: .*\)/Tomcat-(\S+)$" ::DELIM::  "JBoss with embedded tomcat"
"^Servlet [\d\.]+; Tomcat-(\S+)/JBoss-(\S+) \(build: .*\)$" ::DELIM::  "JBoss with embedded tomcat"
"^Servlet [\d\.]+; JBoss-([\S]+)(?: \(build.*)?/JBossWeb-(\S+)$" ::DELIM::  "JBoss with JBossweb"
"^Servlet\/[\d\.]+; JBossAS-(.*)$" ::DELIM::  "JBoss AS"
"^JBoss-EAP\/(\d+)$" ::DELIM::  "JBoss EAP"
"^Apache Tomcat/(\d\.[\d.]+)(?:-LE-jdk14)? \(HTTP/1.1 Connector\)$" ::DELIM::  "HTTP connector for Apache Tomcat to run as a standalone
"^Tomcat Web Server/(\d\.[\dA-Z.]+)(?: Final)?(?:\s\(([^\)]+)\))?$" ::DELIM::  "HTTP connector for Apache Tomcat to run as a standalone
"^Tomcat/(\S+)$" ::DELIM::  "Apache tomcat with minimal version information"
"^PHP/(\S+)$" ::DELIM::  "PHP"
"^PHP/(\S+)\s+ZendServer/\S+$" ::DELIM::  "PHP with ZendServer"
"^Oracle Application Server Containers for J2EE 10g \(([\d.]+)\)$" ::DELIM::  "Oracle Application Server Containers for J2EE 10g"
"^Oracle Containers for J2EE$" ::DELIM::  "Oracle Application Server Containers for J2EE"
"^Oracle Application Server/10g \(([\d.]+)\) Apache/([12][\d.]+)\s*(.*)$" ::DELIM::  "Oracle Application Server 10g with Apache info (powered by Apache)"
"^Oracle-Application-Server-\d+[ig](?:[ /]([\d.]+) (?:\(.*\)|Oracle-HTTP-Server\s*(.*)))?$" ::DELIM::  "Oracle Application Server 10g (powered by Apache)"
"^Oracle9iAS/([\d.]+) Oracle HTTP Server\s*(.*)$" ::DELIM::  "Oracle 9i Application Server"
"^Oracle HTTP Server Powered by Apache/([12][\d.]*)\s*(.*)$" ::DELIM::  "Oracle HTTP Server (powered by Apache)"
"^Oracle HTTP Server Powered by Apache$" ::DELIM::  "Oracle HTTP Server (powered by Apache)"
"^HP Apache-based Web Server/([012][\d.]*)\s*\(Unix\)\s*(.*)$" ::DELIM::  "Apache running on HP-UX"
"^CompaqHTTPServer/([0-9.]*)(?: HP System Management Homepage(?:/.*)?)?$" ::DELIM::  "HP/Compaq HTTP Server"
"^HPSMH$" ::DELIM::  "HP System Management Homepage (SMH)"
"^eHTTP[/ ]v?(\d+\.\d+)" ::DELIM::  "HTTP Server present on seemingly only HP ProCurve network devices"
"^(?:BBC \d+\.\d+\.\d+\.?\d*; )?(?:com.hp.openview.)?[c|C]oda (\d+\.\d+\.\d+\.?\d*)$" ::DELIM::  "HP Openview Coda (Communications Daemon)"
"^BBC \d+\.\d+\.\d+\.?\d*; ovbbcrcp (\d+\.\d+\.\d+\.?\d*)$" ::DELIM::  "OpenView Reverse Channel Proxy (RCP)"
"^(?:BBC \d+\.\d+\.\d+\.?\d*; )?com.hp.openview.bbc.LLBServer (\d+\.\d+\.\d+\.?\d*)$" ::DELIM::  "HP Openview LLBServer (Local Location Broker)"
"^BBC \d+\.\d+\.\d+; ovbbccb (\d+\.\d+\.\d+)$" ::DELIM::  "OpenView Communication Broker (ovbbccb)"
"^BBC \d+\.\d+\.\d+; ovbbccb unknown version$" ::DELIM::  "OpenView Communication Broker (ovbbccb) with no version"
"^UOS$" ::DELIM::  "HTTP Server that appears unique to Managment Console on HP TippingPoint IPS Devices"
"^Helix Server Version ([0-9.]*) \(win32\) \(RealServer compatible\)$" ::DELIM::  "RealMedia Helix Server"
"^Helix Server Version ([0-9.]*) \(linux-\S+\) \(RealServer compatible\)$" ::DELIM::  "RealMedia Helix Server"
"^Cougar/([0-9.]*)$" ::DELIM::  "Windows Media Services (older versions)"
"^WMServer/([0-9.]*)$" ::DELIM::  "Windows Media Services (newer versions)"
"^Microsoft-HTTPAPI/(?:[0-9\.]*)$" ::DELIM::  "Generic Microsoft HTTP service"
"^ASP.NET$" ::DELIM::  "Something written in ASP.NET"
"^[Xx]itami$" ::DELIM::  "Xitami web server"
"^VCS-VIDOS-NVR$" ::DELIM::  "Bosch VCS VIDOS-NVR network video recorder"
"^HeiTel GmbH Web Server \[\S+\]$" ::DELIM::  "HeiTel Digital Video Recorder"
"^MiniServ/([0-9.]*)$" ::DELIM::  "mini_httpd"
"^IBM HTTP Server/(V\d+R\d+M\d+)$" ::DELIM::  "IBM HTTP server running on AS/400"
"^(?:IBM_HTTP_Server|IBM_HTTP_SERVER)/([\w.-]+)\s+Apache/([12][\d.]+)\s*(.*)$" ::DELIM::  "IBM HTTP Server"
"^(?:IBM_HTTP_SERVER|IBM-HTTP-SERVER)/(\S+)(?: \(\S+\))?$" ::DELIM::  "IBM HTTP Server with hardly useful version info"
"^(?:IBM_HTTP_SERVER|IBM-HTTP-SERVER)$" ::DELIM::  "IBM HTTP Server with no version info"
"^Sun[ -]Java[ -]System[ /]Application[ -]Server( \d\.[\d_]+)?$" ::DELIM::  "Sun Java System Application Server (formerly iPlanet Application Server,
"^Sun[ -]Java[ -]System[ /]Application[ -]Server Platform Edition( \d\.[\d_]+)?$" ::DELIM::  "Sun Java System Application Server (formerly iPlanet Application Server,
"^Sun GlassFish Enterprise Server v(\S+)$" ::DELIM::  "Glassfish with version information"
"^GlassFish$" ::DELIM::  "Glassfish without version information"
"^Netscape-Enterprise/(\d+\.[\w\s.]+)$" ::DELIM::  "Netscape Enterprise Server (subsequently iPlanet Web Server,
"^(?:Sun-Java-System-Web-Server|Sun-ONE-Web-Server)/(?:\d\.[\d_]+)$" ::DELIM::  "Sun Java System Web Server (formerly Netscape Enterprise Server, iPlanet Web
"^iPlanet-Web-Proxy-Server/(.*)$" ::DELIM::  "iPlanet WebProxy Server (subsequently Sun ONE WebProxy Server,
"^Sun-ONE-Web-Proxy-Server/(.*)$" ::DELIM::  "Sun ONE WebProxy Server (formerly iPlanet WebProxy Server,
"^Sun-Java-System-Web-Proxy-Server/([^.]+\.[^.]+\.[^.]+)$" ::DELIM::  "Sun Java System Web Proxy Server (formerly iPlanet WebProxy Server,
"^Sun-Java-System-Web-Proxy-Server/(?:4\.\d+)$" ::DELIM::  "Sun Java System Web Proxy Server (formerly iPlanet WebProxy Server,
"^Sun-ILOM-Web-Server/(?:\d\.[\d._]+)$" ::DELIM::  "Sun Integrated Lights Out Manager (ILOM) usually
"^HP-iLO-Server/(?:[\S]+)" ::DELIM::  "
"^Jetty/(\d+\.[\d.]+)(?: \((.*)\))?$" ::DELIM::  "Mort Bay Jetty"
"^Jetty/(\S+) \(.*$" ::DELIM::  "Jetty"
"^Jetty\((\S+)\)$" ::DELIM::  "Mort Bay Jetty"
"^[Ss]quid/(\d+\.[\w.]+)$" ::DELIM::  "Squid Web "
"^thttpd/(\d\.[\w.]+)-MX\s*.*$" ::DELIM::  "thttpd with SSL support"
"^thttpd(?:/(\d\.[\w.]+)\s*.*)?$" ::DELIM::  "thttpd"
"^lighttpd(?:/(\d[\d.]+))?.*$" ::DELIM::  "Lighttpd"
"^nginx/(\S+)" ::DELIM::  "nginx with version info"
"^nginx$" ::DELIM::  "nginx without version info"
"^Lotus(?:-Domino)?(?:/|/0|/Release)?$" ::DELIM::  "IBM Lotus Notes/Domino with no useful version info"
"^Lotus(?:-Domino)?/(?:Release-?)?([4-7][\d.]+)\s*(?:.*)$" ::DELIM::  "IBM Lotus Notes/Domino with version info"
"^WebLogic (?:WebLogic )?Server (\d+\.\d+(?:\s+SP\d+)?)\s+.*$" ::DELIM::  "BEA WebLogic"
"^WebSphere Application Server/(\d+\.\d+)$" ::DELIM::  "IBM WebSphere"
"^Resin/(\S+)$" ::DELIM::  "Caucho Resin"
"^Ipswitch-IMail/(\d\.\d+)$" ::DELIM::  "Ipswitch IMail Server"
