"^Abyss/(\d\.[\d.]+)-X1-Win32 AbyssLib/(?:\d\.[\d.]+)$" ::DELIM::  "Aprelium Technologies Abyss Web Server X1
"^Abyss/(\d\.[\d.]+)-X2-Win32 AbyssLib/(?:\d\.[\d.]+)$" ::DELIM::  "Aprelium Technologies Abyss Web Server X2
"^Microsoft (Commerce Server\s*(?:2002|2007)?, (?:Enterprise|Standard|Evaluation|Developer) Edition)$" ::DELIM::  "Microsoft Commerce Server"
"^NetWare-Enterprise-Web-Server/(\d+\.\d+)$" ::DELIM::  "NetWare Enterprise Web Server (runs on NetWare 5.1)"
"^NetWare HTTP Stack$" ::DELIM::  "NetWare HTTP stack (runs on 6.0 and 6.5)"
"^Novell-HTTP-Server/3.1R1$" ::DELIM::  "NetWare HTTP Server (runs on NetWare 4.11)"
"^Novell-HTTP-Server/2.51R1$" ::DELIM::  "NetWare HTTP Server (runs on NetWare 4.1)"
"^Netscape-FastTrack/(\d+\.[\w\s.]+)$" ::DELIM::  "Netscape FastTrack Server"
"^Netscape-Commerce/(\d+\.[\w\s.]+)$" ::DELIM::  "Netscape Commerce Server"
"^SAP J2EE Engine/(\d+\.\d+)$" ::DELIM::  "SAP NetWeaver Web AS (Application Server)"
"^SonicWALL (SSL-VPN(?: (?:\d+))?) Web Server\.?$" ::DELIM::  "SonicWALL SSL-VPN device"
"^SonicWALL$" ::DELIM::  "SonicWALL device"
"^NetCache appliance \(NetApp/+(\d+\.\d+[\w.]+)\)$" ::DELIM::  "NetCache appliance (product line formerly owned by Network Appliances,
"^NetApp/+(.*)$" ::DELIM::  "NetApp file servers"
"^BlueCoat-Security-Appliance$" ::DELIM::  "Blue Coat security appliance"
"^(?:BigIP|BIG-IP)$" ::DELIM::  "F5 BIG-IP"
"^Foundry Networks(?:/(\d+\.\d+))?$" ::DELIM::  "Foundry Networks device (though not sure which)"
"^HP-Chai(?:Server|SOE)/(\d+\.\d+)$" ::DELIM::  "HP Printer running the Chai embedded web server"
"^HP HTTP Server; (?:Hewlett-Packard )?HP ((\S+) \S+)" ::DELIM::  "HP Printer"
"^HTTP/1\.0$" ::DELIM::  "Old HP printers identify themselves as "HTTP/1.0""
"^(?:Allegro-Software-)?RomPager/\s*(\S+)" ::DELIM::  "Embedded HTTP server used by many vendors and device
"^YAMAHA-RT$" ::DELIM::  "Yamaha RT series routers"
"^(?:Canon Http|CANON HTTP) Server (?:Ver)?(?:\d+\.\d+)$" ::DELIM::  "Canon device running embedded web server, though
".*Linksys.*" ::DELIM::  "Linksys Wireless Access Point"
"^cisco-IOS$" ::DELIM::  "Cisco IOS"
"^cisco-IOS/([^\s]+) HTTP-server/.*$" ::DELIM::  "Cisco IOS with version information"
"^Cisco AWARE (.*)$" ::DELIM::  "Cisco ASA"
"^DesktopAuthority/(.*)$" ::DELIM::  "ScriptLogic DesktopAuthority"
"^Agent-ListenServer-HttpSvr/.*$" ::DELIM::  "McAfee ePolicy Orchestrator"
"^EWS-NIC\d/(\S+)$" ::DELIM::  "Xerox Embedded Web Server (EWS)"
"^Adaptec ASM (\S+)$" ::DELIM::  "Adaptec - Adaptec Storage Manager (runs on Windows Only)"
"^JRun Web Server$" ::DELIM::  "Macromedia (formerly Allaire) JRun"
"^(?:Raptor )?Simple, Secure Web Server ([\d.]+)$" ::DELIM::  "Symantec Raptor Firewall"
"^NS_(\d\.\d)$" ::DELIM::  "Citrix NetScaler"
"^Rumpus$" ::DELIM::  "Rumpus FTP Server, Web File Manager interface"
"^servermgrd$" ::DELIM::  "Mac OS X Server administrative daemon"
"^(RMC Webserver|RAC_ONE_HTTP) (\d\.\d)$" ::DELIM::  "Dell Remote Access Controller"
"^Xerox_MicroServer/Xerox11$" ::DELIM::  "Xerox Document Centre"
"^TSM_HTTP/\d\.\d$" ::DELIM::  "IBM Tivoli Storage Manager"
"^D-Link MiniAVServer$" ::DELIM::  "D-Link embedded web server for web cams"
"^ListManagerWeb/(\S+) .*$" ::DELIM::  "Lyris ListManager"
"^kHTTPd (\S+)" certainty="0.50" ::DELIM::  "TUX web server, an in-kernel Linux HTTP Accelerator"
"^RealVNC/(?:\S+)$" ::DELIM::  "RealVNC built-in webserver"
"(Agranat|Conexant|(?:Globespan)?Virata)-EmWeb/(.*)$" ::DELIM::  "EmWeb variants"
"^NSC/\S+ \(JVM\)$" ::DELIM::  "Rapid7 NSC"
"^Security Console$" ::DELIM::  "Rapid7 Nexpose Security Console"
"^Polycom SoundPoint IP Telephone HTTPd$" ::DELIM::  "Polycom Soundpoint IP Telephone"
"^4D_WebSTAR_S/2004$" ::DELIM::  "4D 4th Dimension 2004"
"^4D_WebSTAR_S/5.3.2 \(MacOS X\)$" ::DELIM::  "Kerio WebSTAR"
"^SentinelProtectionServer/((?:\d+\.)*\d+)$" ::DELIM::  "Embedded web server in SafeNet's memory key dongles."
"^SentinelKeysServer/((?:\d+\.)*\d+)$" ::DELIM::  "Embedded web server in SafeNet's memory key dongles."
"^CherryPy/((?:\d+\.)*\d+)$" ::DELIM::  "Web server component of CherryPy web application framework."
"^TornadoServer/((?:\d+\.)*\d+)$" ::DELIM::  "Tornado Python web framework and asynchronous networking library."
"^SimpleHTTP/((?:\d+\.)*\d+)\s*Python/((?:\d+\.)*\d+)$" ::DELIM::  "SimpleHTTPRequestHandler Python class is a simple HTTP request handler."
"^HP Web Jetadmin/((?:\d+\.)*\d+)\s*(.*)$" ::DELIM::  "Apache variant for web access to HP printers."
"^HP Web Jetadmin ([\d\.]+)(?: \([^\)]+\))?$" ::DELIM::  "HP printers, perhaps Apache, but we can't say for sure"
"^Citrix Web PN Server$" ::DELIM::  "Citrix Web PN (Program Neighborhood) Server is an HTTP server used by Citrix products"
"^Lotus Expeditor Web Container/((?:\d+\.)*\d+)$" ::DELIM::  "Expeditor is a framework used by IBM in many products in the Lotus brand, such as Sametime and Notes."
"^GoAhead-Webs$" ::DELIM::  "An embedded web server developed by GoAhead Software, which was later acquired by Oracle."
"^Mbedthis-Appweb/((?:\d+\.)*\d+)$" ::DELIM::  "An embedded web server for hosting dynamic web applications."
"^Embedthis-http$" ::DELIM::  "An embedded web server for hosting dynamic web applications."
"^Avaya CMBE/((?:\d+\.)*\d+)$" ::DELIM::  "Web server for Avaya Aura Communication Manager Branch, a SIP-based communications platform."
"^Rapid Logic/((?:\d+\.)*\d+)$" ::DELIM::  "Embedded web server by Rapid Logic, which was acquired by Wind River."
"^WindRiver-WebServer/((?:\d+\.)*\d+)$" ::DELIM::  "Wind River HTTP server"
"^Sophos Email Appliance$" ::DELIM::  "Embedded web server for a rack-mounted email appliance that blocks spam and malware."
"^CUPS/((?:\d\.)+\d+)$" ::DELIM::  "Server for the CUPS web interface."
"^TwistedWeb/((?:\d\.)+\d+)$" ::DELIM::  "An HTTP server, HTML templating engind, and HTTP client library from Twisted Labs."
"^mini_httpd/((?:\d+\.)*\d+) \S*$" ::DELIM::  "A small HTTP server"
"^thin ((?:\d+\.)*\d+) codename .+$" ::DELIM::  "A Ruby-based web server."
"^Avocent DSView \d+/((?:\d+\.)*\d+)$" ::DELIM::  "Web server interface for controlling data centers."
"^Mongrel ((?:\d+\.)*\d+)$" ::DELIM::  "Ruby-based web server and HTTP library."
"^Microplex emHTTPD/((?:\d+\.)*\d+)$" ::DELIM::  "Embedded web server used by Microplex."
"^UPS_Server/((?:\d+\.)*\d+)$" ::DELIM::  "An embedded web server used for UPS management; primarily by Eaton, but also by APC."
"^JC-HTTPD/((?:\d+\.)*\d+)$" ::DELIM::  "An embedded web server, used notably by Oki and Kyocera in printers."
"^JC-SHTTPD/((?:\d+\.)*\d+)$" ::DELIM::  "An embedded web server."
"^Oracle XML DB/Oracle\S+ Enterprise Edition Release ((?:\d+\.)*\d+) - Production$" ::DELIM::  "Web server providing web services for Oracle's XML DB."
"^sfcHttpd$" ::DELIM::  "Server for HTTP interface to sfcb, a lightweight CIM server.
"^PanWeb Server/ -" ::DELIM::  "HTTP and HTTPS server found on Palo Alto Networks devices"
"^Ews/((?:\d+\.)*\d+)$" ::DELIM::  "IBM Network Printer Manager."
"^\$ProjectRevision: 4.0.2.38 \$$" ::DELIM::  "This banner is seen on some HP LaserJet printers."
"^WEBrick/([\d\.]+) .*$" ::DELIM::  "WEBrick default setup"
"^Aspen/(\S+)" ::DELIM::  "Aspen web server"
"^Boa/([\d\.]+\S*)" ::DELIM::  "Boa web server"
"^Cross Web Server$" ::DELIM::  "Web server found on DVR and webcam servers sourced from HiSilicon"
"^(?:Hikvision|DVRDVS)-Webs$" ::DELIM::  "Web server found on DVR and webcam servers sourced from Hikvision"
"^NET-DK[/ ](\d+\.\d+)$" ::DELIM::  "Web server found on ARRIS cable modems"
"^(?:(?:\d+.){3}\d+):\d{1,4}$" ::DELIM::  "A banner consisting of an IP address and port --
"^Web-Server/(?:\d+\.+\d+)$" ::DELIM::  "Obfuscated web server -- assert nothing."
"^AkamaiGHost$" ::DELIM::  "Akamai Global Host"
"^gws$" ::DELIM::  "Google Web Services"
"^GFE/((?:\d+\.)*\d+)$" ::DELIM::  "Google Front End for apps running on Google services."
"^CloudFront$" ::DELIM::  "Amazon CloudFront web load balancer endpoint"
"^cloudflare-nginx$" ::DELIM::  "CloudFlare web load balancer endpoint"
"^gSOAP/([\d\.]+)$" ::DELIM::  "gSOAP"
"^QTSS\/([\d\.]+) \(Build\/[\d\.]+; Platform\/MacOSX; Release\/Panther" ::DELIM::  "QTSS on OS X 10.3"
"^QTSS\/([\d\.]+) \(Build\/[\d\.]+; Platform\/MacOSX; Release\/Mac OS X" ::DELIM::  "QTSS OS X"
"^SEPM$" ::DELIM::  "Symantec Endpoint Protection Manager"
"^Intel\(R\) Active Management Technology\s(\d+\.\d+\.\d+\.\d+|\d+\.\d+\.\d+|\d+\.\d+)" ::DELIM::  "Intel(R) Active Management Technology (AMT) with a version"
"^(?:AMT|Intel\(R\) Active Management Technology)$" ::DELIM::  "Intel(R) Active Management Technology (AMT) without a version"
"^Intel\(R\) Standard Manageability\s(\d+\.\d+\.\d+\.\d+|\d+\.\d+\.\d+|\d+\.\d+)" ::DELIM::  "Intel(R) Standard Manageability"
"^(?:Basic|Digest) realm=.[iI]RMC(?:@(IRMC[0-9a-fA-F]{6}))?..*$" ::DELIM::  "Fujitsu Siemens Primergy with BMC RemoteView on an iRMC card"
"^(?:Basic|Digest) realm=.access.$" ::DELIM::  "Cisco IOS 11.x"
"^(?:Basic|Digest) realm=.level[ _]15[ _]or[ _]view[ _]access.$" ::DELIM::  "Cisco IOS 12.x"
"^(?:Basic|Digest) realm=.level[ _]\d\d?[ _]access.$" ::DELIM::  "Cisco IOS 12.x"
"^(?:Basic|Digest) realm=.FW-1.      Reason: no user      Server .$" ::DELIM::  "Check Point FireWall-1"
"^(?:Basic|Digest) realm=.APC Management Card.$" ::DELIM::  "APC device"
"^(?:Basic|Digest) realm=.SpeedTouch \(([0-9A-F]{2}-[0-9A-F]{2}-[0-9A-F]{2}-[0-9A-F]{2}-[0-9A-F]{2}-[0-9A-F]{2})\).$" ::DELIM::  "Thomson SpeedTouch xDSL routers"
"^(?:Basic|Digest) realm=.SpeedTouch., nonce=.[0-9A-Z]+:([0-9A-F]{2}-[0-9A-F]{2}-[0-9A-F]{2}-[0-9A-F]{2}-[0-9A-F]{2}-[0-9A-F]{2}):\d+:\d+., qop=.auth.$" ::DELIM::  "Thomson SpeedTouch xDSL routers"
"^(?:Basic|Digest) realm=.ST (\d+) R 5.x Telecom Italia., nonce=.[0-9A-Z]+:([0-9A-F]{2}-[0-9A-F]{2}-[0-9A-F]{2}-[0-9A-F]{2}-[0-9A-F]{2}-[0-9A-F]{2}):\d+:\d+., qop=.auth.$" ::DELIM::  "Thomson SpeedTouch xDSL routers"
"^(?:Basic|Digest) realm=.(?:SmartAX )?(MT\d+[^ ]*)(?: ADSL Router)?.$" ::DELIM::  "Huawei xDSL routers"
"^(?:Basic|Digest) realm=.WRT54G.$" ::DELIM::  "Linksys WRT54G wireless access point
"^(?:Basic|Digest) realm=.(TD-[VW8][A-Z0-9]+)(?:| \d+\.\d+).$" ::DELIM::  "TP-LINK SoHo Router"
"^(?:Basic|Digest) realm=.(TD8[A-Z0-9]+).$" ::DELIM::  "TP-LINK SoHo Router"
"^(?:Basic|Digest) realm=.TP-LINK.*Router ([A-Z0-9\-\+]+).*$" ::DELIM::  "TP-LINK SoHo Router"
"^(?:Basic|Digest) realm=.TP-LINK.*(?:Access Point|Extender|AP) ([A-Z0-9\-\+]+).*$" ::DELIM::  "TP-LINK SoHo Router"
"^(?:Basic|Digest) .*realm=&quot;Broadcom Management Service&quot;.*$" ::DELIM::  "Supposedly part of Broadcom Advanced Control Suite 3 (BACS3) or something similar"
"^(?:Basic|Digest) .*realm=&quot;SWAT&quot;.*$" ::DELIM::  "Samba Web Administration Tool (SWAT)"
"^.*(?:Basic|Digest) realm=&quot;SPIP Configuration&quot;.*$" ::DELIM::  "SPIP publishing system (www.spip.net)"
"^.*(?:Basic|Digest) .*realm=&quot;HP ISEE @ ([^&quot;]+)&quot;.*$" ::DELIM::  "HP Instant Support Enterprise Edition with a hostname"
"^.*(?:Basic|Digest) .*realm=&quot;BIG-IP&quot;.*$" ::DELIM::  "Generic F5 Big-IP"
"^(?:Basic|Digest) realm=&quot;(?:HP|ProCurve) (J[3]\d{3}A)&quot;$" ::DELIM::  "HP ProCurve Hubs"
"^(?:Basic|Digest) realm=&quot;(?:HP|ProCurve) (J[489]\d{3}A)&quot;$" ::DELIM::  "HP ProCurve Switches"
"^(?:Basic|Digest) realm=&quot;XDB&quot;$" ::DELIM::  "Web server providing web services for Oracle's XML DB."
"^NTLM$" ::DELIM::  "Ignore NTLM-only"
"^Negotiate$" ::DELIM::  "Ignore Negotiate-only"
"^(?:Basic|Digest) .*realm=&quot;null&quot;" ::DELIM::  "Ignore null"
"^(?:Basic|Digest) .*realm=&quot;(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)&quot;.*$" ::DELIM::  "Ignore realms with an IPv4 address"
"^(?:Basic|Digest) .*realm=&quot;config&quot;.*$" ::DELIM::  "Ignore generic 'config' realms"
"^(?:Basic|Digest) realm=.Lyris ListManager: enter email address and password.$" ::DELIM::  "Lyris ListManager"
"^Microsoft Exchange IMAP4rev1 server version (5\.5\.\d{4}\.\d+) \((.*)\) ready$" ::DELIM::  "Microsoft Exchange Server 5.5"
"^Microsoft Exchange 2000 IMAP4rev1 server version (6\.0\.\d{4}\.\d+) \((.*)\) ready\.$" ::DELIM::  "Microsoft Exchange Server 2000"
"^Microsoft Exchange Server 2003 IMAP4rev1 server version (6\.5\.\d{4}\.\d+) \((.*)\) ready\.$" ::DELIM::  "Microsoft Exchange Server 2003"
"^Der Microsoft Exchange Server 2003 IMAP4rev1-Server, Version (6\.5\.\d{4}\.\d+) \((.*)\),.*$" ::DELIM::  "Microsoft Exchange Server 2003, German"
"^Microsoft Exchange Server 2007 IMAP4 service ready$" ::DELIM::  "Microsoft Exchange Server 2007"
"^The Microsoft Exchange IMAP4 service is ready\.?$" ::DELIM::  "Microsoft Exchange Server"
"^Domino IMAP4 Server Release (\d+\.\d+.*) ready (.+)$" ::DELIM::  "IBM Lotus Notes/Domino"
"^Domino IMAP4 Server V\.?(\d+\.\d+.*) ready (.+)$" ::DELIM::  "IBM Lotus Notes/Domino"
"^[dD]ovecot (?:DA )?ready\.$" ::DELIM::  "Dovecot Secure IMAP Server"
"^Courier-IMAP ready. Copyright \d+-\d+" ::DELIM::  "Courier MTA IMAP"
"^(\S+) CallPilot IMAP4rev1 v(\S+) server ready\.?$" ::DELIM::  "Nortel CallPilot"
"^(\S+) Zimbra IMAP4rev1 server ready\.?$" ::DELIM::  "VMware Zimbra IMAP"
"^(\S+) Zimbra (\S+) IMAP4rev1 server ready\.?$" ::DELIM::  "VMware Zimbra IMAP"
"^(.+) Cyrus IMAP4 v(\d+\.\d+.*)-OS X(?: Server)? ([\d\.]+).* server ready$" ::DELIM::  "CMU Cyrus IMAP on Mac OS X"
"^(.+) Cyrus IMAP4? (?:\S+ )?v(\d+\.\d+.*) server ready$" ::DELIM::  "CMU Cyrus IMAP"
"(?m:vendorName1.\x04.Samba.*domainControllerFunctionality1.{1,5}\x04\x014)" ::DELIM::  "Samba Active Directory Controller"
"(?m:vendorName1.\x04.Samba.*domainFunctionality1.\x04\x0100.\x04\x13forestFunctionality1\x03\x04\x0100)" ::DELIM::  "Samba Active Directory Controller emulating Windows 2000"
"(?im:1.2.840.113556.1.4.800.*domainControllerFunctionality1.{1,5}\x04\x017)" ::DELIM::  "Active Directory Controller on Windows Server 2016"
"(?im:1.2.840.113556.1.4.1851.*domainControllerFunctionality1.{1,5}\x04\x017)" ::DELIM::  "Microsoft LDS on Windows Server Server 2016"
"(?im:domainControllerFunctionality1.{1,5}\x04\x017)" ::DELIM::  "Windows Server Server 2016"
"(?im:1.2.840.113556.1.4.800.*domainControllerFunctionality1.{1,5}\x04\x016)" ::DELIM::  "Active Directory Controller on Windows Server 2012 R2"
"(?im:1.2.840.113556.1.4.1851.*domainControllerFunctionality1.{1,5}\x04\x016)" ::DELIM::  "Microsoft LDS on Windows Server Server 2012 R2"
"(?im:domainControllerFunctionality1.{1,5}\x04\x016)" ::DELIM::  "Windows Server Server 2012 R2"
"(?im:1.2.840.113556.1.4.800.*domainControllerFunctionality1.{1,5}\x04\x015)" ::DELIM::  "Active Directory Controller on Windows Server 2012"
"(?im:1.2.840.113556.1.4.1851.*domainControllerFunctionality1.{1,5}\x04\x015)" ::DELIM::  "Microsoft LDS on Windows Server 2012 R2"
"(?im:domainControllerFunctionality1.{1,5}\x04\x015)" ::DELIM::  "Windows Server Server 2012"
"(?im:1.2.840.113556.1.4.800.*domainControllerFunctionality1.{1,5}\x04\x014)" ::DELIM::  "Active Directory Controller on Windows Server 2008 R2"
"(?im:1.2.840.113556.1.4.1851.*domainControllerFunctionality1.{1,5}\x04\x014)" ::DELIM::  "Microsoft LDS on Windows Server Server 2008 R2"
"(?im:domainControllerFunctionality1.{1,5}\x04\x014)" ::DELIM::  "Windows Server Server 2008 R2"
"(?im:1.2.840.113556.1.4.800.*domainControllerFunctionality1.{1,5}\x04\x013)" ::DELIM::  "Active Directory Controller on Windows Server 2008"
"(?im:1.2.840.113556.1.4.1851.*domainControllerFunctionality1.{1,5}\x04\x013)" ::DELIM::  "Microsoft LDS on Windows Server 2008"
"(?im:domainControllerFunctionality1.{1,5}\x04\x013)" ::DELIM::  "Windows Server Server 2008"
"(?im:1.2.840.113556.1.4.800.*domainControllerFunctionality1.{1,5}\x04\x012)" ::DELIM::  "Active Directory Controller on Windows Server 2003"
"(?im:1.2.840.113556.1.4.1851.*domainControllerFunctionality1.{1,5}\x04\x012)" ::DELIM::  "Microsoft LDS on Windows Server 2003"
"(?im:domainControllerFunctionality1.{1,5}\x04\x012)" ::DELIM::  "Windows Server Server 2003"
"(?im:supportedCapabilities1.{1,5}\x04\x161.2.840.113556.1.4.800\x04\x171.2.840.113556.1.4.17910.{1,5}\x04.(?:supportedControl|isSynchronized))" ::DELIM::  "Active Directory Controller on Windows Server 2000 SP 3"
"(?im:supportedCapabilities1.{1,5}\x04\x161.2.840.113556.1.4.8000.{1,5}\x04.isSynchronized1)" ::DELIM::  "Active Directory Controller on Windows Server 2000"
"(?im:top\x04..penLDAProotDSE)" ::DELIM::  "OpenLDAP"
"(?i:namingcontexts1.\x04.fn=ContactRoot0.[\x02\x04])" ::DELIM::  "Kerio Connect"
"(?im:vmwPlatformServicesControllerVersion1.\x04.(\d\.\d\.\d)0.)" ::DELIM::  "VMware Platform Services Controller"
"(?i:vendorname1.\x04.Fedora Project0.\x04\rvendorversion1.\x04.Fedora-Directory/(\d\.\d[\w.]* B\d+\.\d+\.\d+))" ::DELIM::  "Fedora Project Fedora Directory Server"
"(?i:vendorname1.\x04.389 Project0.\x04\rvendorversion1.\x04.389-Directory/(\d\.\d[\w.]* B\d+\.\d+\.\d+))" ::DELIM::  "389 Project 389 Directory Server"
"(?im:vendorName1.\x04.CentOS0.\x04\rvendorVersion1.\x04.CentOS-Directory/(\d\.\d[\w.]* B\d+\.\d+\.\d+).\x04\v)" ::DELIM::  "CentOS CentOS Directory Server"
"(?im:vendorName1.\x04.Red Hat(?:, Inc.)?0.\x04\rvendorVersion1.\x04.Red Hat-Directory/(\d\.\d[\w.]* B\d+\.\d+\.\d+).\x04\v)" ::DELIM::  "Red Hat Red Hat Directory Server"
"(?i:vendorname1.\x04.Netscape Communications Corp.0.\x04\rvendorversion1.\x04.Netscape-Directory/(\d\.\d[\d.]* B\d+\.\d+\.\d+).\x04\v)" ::DELIM::  "Netscape Directory Server"
"(?im:IBM Lotus Software0.\x04\rvendorversion1.\x04.Release (\d+\.\d+[\w .]*)0.\x04.dominomajminversion)" ::DELIM::  "IBM (Lotus) Domino LDAP Server"
"(?im:IBM Lotus Software0.\x04\rvendorversion1.\x04.Release (\d+\.\d+[\w .]*)0\f)" ::DELIM::  "IBM (Lotus) Domino LDAP Server"
"(?im:IBM Lotus Software0.\x04\rvendorversion1.\x04.Build (V[\w .]*)0.\x04.dominomajminversion)" ::DELIM::  "IBM (Lotus) Domino LDAP Server"
"(?im:vendorName1\x13\x04\x11NetIQ Corporation0.\x04\rvendorVersion.{4}LDAP Agent for NetIQ eDirectory (\d+\.\d+[\d.]* [\w ]*\([\d.]+\))0.\x04)" ::DELIM::  "NetIQ LDAP Agent for eDirectory"
"(?im:vendorName1\x0E\x04\fNovell, Inc.0.\x04\rvendorVersion.{4}LDAP Agent for Novell eDirectory (\d+\.\d+[\d.]* [\w ]*\([\d.]+\))0.\x04)" ::DELIM::  "Novell LDAP Agent for eDirectory"
"(?im:vendorName1\x0E\x04\fNovell, Inc.0/\x04\rvendorVersion1\x1E\x04\x1CeDirectory v(\d+\.\d+[\d.]* [\w ]*\([\d.]+\))0.\x04)" ::DELIM::  "Novell eDirectory"
"(?i:vendorname1\x18\x04\x16Sun Microsystems, Inc.0.+\x04\rvendorversion1.{1,2}\x04.{1,2}Sun[- ]Java\(tm\)[- ]System[- ]Directory(?: Server)?/(\d\.\d+[\w.]*)0.{1,3}\x04)" ::DELIM::  "Sun Java(TM) System Directory Server"
"(?i:vendorname1\x18\x04\x16Sun Microsystems, Inc.0.\x04\rvendorversion1.\x04.Sun-Directory-Server/([\w.]+)0.{1,3}\x04)" ::DELIM::  "Sun Directory Server"
"(?i:vendorname1\x14\x04\x12Oracle Corporation0.\x04\rvendorversion1.\x04.Sun-Directory-Server/([\w.]+)[0 ].{1,3}\x04)" ::DELIM::  "Oracle Sun Directory Server"
"(?im:vendorName1\x17\x04\x15Sun Microsystems, Inc0.\x04\rvendorVersion1.\x04.Directory Proxy Server ([\w.]+)0.\x04)" ::DELIM::  "Sun Directory Proxy Server"
"(?i:vendorname1.\x04.Sun Microsystems, Inc.0.\x04\rvendorversion1.\x04.Sun-ONE-Directory/([\w.]+)0.\x04)" ::DELIM::  "Sun ONE Directory Server"
"(?im:International Business Machines \(IBM\)0.*\x04\rvendorversion1.\x00\x00\x00.\x04.([\d.]+)0.\x00.*ibm-osregistrycontext1.\x00\x00\x00.\x04.OS400-SYS=)" ::DELIM::  "IBM Security Directory Server on OS/400 (IBM i)"
"(?im:vendorname1.+?\x04%International Business Machines \(IBM\)0.+?\x04\rvendorversion1.+?\x04.([\d.]+)0.[\x00\x02\x04])" ::DELIM::  "IBM Security Directory Server"
"(?im:vendorName1.\x00\x00\x00\v\x04\tMirapoint0.\x00\x00\x00.\x04\rvendorVersion1.\x00\x00\x00.\x04.([\d.]+)0.\x00)" ::DELIM::  "Mirapoint LDAP Server"
"(?im:orcldirectoryversion1.{1,5}\x04.OID ([\d.]+)0.\x00\x00)" ::DELIM::  "Oracle Internet Directory"
"(?im:orcldirectoryversion1.{1,5}\x04.OVD ([\d.]+)0.\x04)" ::DELIM::  "Oracle Virtual Directory"
"(?im:metaProductID.*\x04\vmetaVersion1\r\x04.([\d.]+)0.\x04)" ::DELIM::  "estos MetaDirectory"
"(?im:dsaVersion1.\x04,DC Directory Server v(\d+\.\d+[\d.]* \([\w. ]+\))0.\x04)" ::DELIM::  "Cisco Data Connection Directory"
"(?im:vendorName1.\x04.UnboundID Corp.0.\x04\rvendorVersion1.\x04.UnboundID Directory Server ([\d.]+)0\f)" ::DELIM::  "UnboundID Directory Server"
"(?im:vendorName1.\x04.UnboundID Corp.0.\x04\rvendorVersion1.\x04.UnboundID Directory Proxy Server ([\d.]+)0\f)" ::DELIM::  "UnboundID Directory Proxy Server"
"(?im:namingContexts1.\x04.cn=.?pbx.*\x04.ldapServiceName1.\x04.IPVA-\w+-)" ::DELIM::  "innovaphone VoIP Gateway Virtual Appliance"
"(?im:namingContexts1.\x04.cn=.?pbx.*\x04.ldapServiceName1.\x04.(IP\d+)-\w+-)" ::DELIM::  "innovaphone VoIP Gateway"
"(?im:namingContexts1.\x04.cn=.?pbx.*\x04.ldapServiceName1.\x04.(IPBS\d*)-\w+-)" ::DELIM::  "Ascom IP-DECT Base Station"
"(?im:namingContexts1.\x04.cn=.?pbx.*\x04.ldapServiceName1.\x04.(IPBL\d*)-\w+-)" ::DELIM::  "Ascom IP-DECT Gateway"
"(?im:o=Scalix0.\x04.subschemasubentry1.\x04.cn=subSchema,o=Scalix0.\x04.*\x04.xserverversion1.\x04.(\d\d\.\d+\.[\w.-]+)0.\x02)" ::DELIM::  "Scalix LDAP Server"
"^osxvers=14" ::DELIM::  "OS X 10.10 (Yosemite)"
"^osxvers=13" ::DELIM::  "OS X 10.9 (Mavericks)"
"^osxvers=12" ::DELIM::  "OS X 10.8 (Mountain Lion)"
"^osxvers=11" ::DELIM::  "Mac OS X 10.7 (Lion)"
"^osxvers=10" ::DELIM::  "Mac OS X 10.6 (Snow Leopard)"
"^osxvers=9" ::DELIM::  "Mac OS X 10.5 (Leopard)"
"^osxvers=8" ::DELIM::  "Mac OS X 10.4 (Tiger)"
"^osxvers=7" ::DELIM::  "Mac OS X 10.3 (Panther)"
"^osxvers=6" ::DELIM::  "Mac OS X 10.2 (Jaguar)"
"^osxvers=5" ::DELIM::  "Mac OS X 10.1 (Puma)"
"^osxvers=4" ::DELIM::  "Mac OS X 10.0 (Cheetah)"
"^model=AirPort.*$" ::DELIM::  "AirPort"
"^org\.freedesktop\.Avahi\.cookie=\S+$" ::DELIM::  "Avahi"
"^(\d{1,2}\.\d{1,3}\.[a-f\d]{1,3}(?:[.-]\d{1,2})?(?:[.-]\d{1})?)(?:-m\d{1,2})?(?:-rc)?(?:-alpha)?(?:-beta)?(?:-gamma)?(?:-?max)?(?:-rs)?(?:-modified)?(?:-debug)?(?:-log)?$" ::DELIM::  "Oracle MySQL (common)"
"^(\d{1,2}\.\d{1,3}\.[a-f\d]{1,3})(?:-m\d)?(?:-rc)?(?:-alpha)?(?:-beta)?-community(?:-max)?(?:-debug)?(?:-log)?(?:-debug)?$" ::DELIM::  "Oracle MySQL Community Edition"
"^(\d{1,2}\.\d{1,3}\.[a-f\d]{1,3})(?:-alpha)?(?:-beta)?(?:-rc)?-community(?:-max)?-nt(?:-log)?(?:-debug)?(?:-log)?$" ::DELIM::  "Oracle MySQL Community Edition with Named Pipes (Windows)"
"^(\d{1,2}\.\d{1,3}\.[a-f\d]{1,3})(?:-alpha)?(?:-beta)?(?:-rc)?(?:-gamma)?(?:-max)?-nt(?:-max)?(?:-log)?$" ::DELIM::  "Oracle MySQL with Named Pipes (Windows)"
"^(\d{1,2}\.\d{1,3}\.[a-f\d]{1,3})-cll$" ::DELIM::  "Oracle MySQL hosted on CPanel"
